user_id,last_order_date,recency,frequency,monetary,last_login,days_since_login,session_count,churn_flag,segment,churn_risk_score,recommended_action,revenue_at_risk,priority_level,final_priority_score
428,2026-01-17,97,1,2960.02,NULL,NULL,NULL,1,"Low Engagement",NULL,"Send Push Notification",0.00,LOW,NULL
429,2025-12-24,121,2,3686.21,NULL,NULL,NULL,1,"High Value At Risk",NULL,"Send Push Notification",3686.21,HIGH,NULL
430,2026-02-16,67,1,1553.58,NULL,NULL,NULL,1,"Low Engagement",NULL,"Send Push Notification",0.00,LOW,NULL
431,2026-03-16,39,1,4777.08,NULL,NULL,NULL,1,"High Value At Risk",NULL,"Send Push Notification",4777.08,HIGH,NULL
432,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
433,2026-01-28,86,2,2922.92,NULL,NULL,NULL,1,"Churned Users",NULL,"Send Push Notification",2922.92,MEDIUM,NULL
434,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
435,2026-01-24,90,1,1737.66,NULL,NULL,NULL,1,"Low Engagement",NULL,"Send Push Notification",0.00,LOW,NULL
436,2025-12-27,118,2,2545.36,NULL,NULL,NULL,1,"Churned Users",NULL,"Send Push Notification",2545.36,MEDIUM,NULL
437,2026-03-23,32,1,3627.16,NULL,NULL,NULL,1,"High Value At Risk",NULL,"Send Push Notification",3627.16,HIGH,NULL
438,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
439,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
440,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
441,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
442,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
443,2026-04-02,22,2,3492.92,NULL,NULL,NULL,0,"High Value Active",NULL,"Send Push Notification",0.00,NORMAL,NULL
444,2026-01-16,98,1,2758.45,NULL,NULL,NULL,1,"Low Engagement",NULL,"Send Push Notification",0.00,LOW,NULL
445,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
446,2026-04-20,4,1,4569.57,NULL,NULL,NULL,0,"High Value Active",NULL,"Send Push Notification",0.00,NORMAL,NULL
447,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
448,2025-11-04,171,1,2779.07,NULL,NULL,NULL,1,"Low Engagement",NULL,"Send Push Notification",0.00,LOW,NULL
449,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
450,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
451,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
452,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
453,2026-01-18,96,2,4450.88,NULL,NULL,NULL,1,"High Value At Risk",NULL,"Send Push Notification",4450.88,HIGH,NULL
454,2026-01-15,99,3,6183.88,NULL,NULL,NULL,1,"High Value At Risk",NULL,Monitor,6183.88,HIGH,NULL
455,2026-02-10,73,2,5752.76,NULL,NULL,NULL,1,"High Value At Risk",NULL,"Send Push Notification",5752.76,HIGH,NULL
456,2026-04-15,9,2,6012.07,NULL,NULL,NULL,0,"High Value Active",NULL,"Send Push Notification",0.00,NORMAL,NULL
457,2026-04-24,0,2,8681.53,NULL,NULL,NULL,0,"High Value Active",NULL,"Send Push Notification",0.00,NORMAL,NULL
458,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
459,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
460,2026-03-22,33,2,6686.49,NULL,NULL,NULL,1,"High Value At Risk",NULL,"Send Push Notification",6686.49,HIGH,NULL
461,2026-02-19,64,1,2578.09,NULL,NULL,NULL,1,"Low Engagement",NULL,"Send Push Notification",0.00,LOW,NULL
462,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
463,2026-03-22,33,3,5375.70,NULL,NULL,NULL,1,"High Value At Risk",NULL,Monitor,5375.70,HIGH,NULL
464,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
465,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
466,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
467,2025-11-12,163,2,3349.53,NULL,NULL,NULL,1,"High Value At Risk",NULL,"Send Push Notification",3349.53,HIGH,NULL
468,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
469,2025-11-13,162,1,3668.80,NULL,NULL,NULL,1,"High Value At Risk",NULL,"Send Push Notification",3668.80,HIGH,NULL
470,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
471,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
472,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
473,2025-12-01,144,1,920.09,NULL,NULL,NULL,1,"Low Engagement",NULL,"Send Push Notification",0.00,LOW,NULL
474,2026-01-02,112,1,3922.42,NULL,NULL,NULL,1,"High Value At Risk",NULL,"Send Push Notification",3922.42,HIGH,NULL
475,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
476,2026-04-24,0,2,5824.09,NULL,NULL,NULL,0,"High Value Active",NULL,"Send Push Notification",0.00,NORMAL,NULL
477,2026-03-12,43,1,1792.42,NULL,NULL,NULL,1,"Low Engagement",NULL,"Send Push Notification",0.00,LOW,NULL
478,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
479,2025-11-14,161,1,581.39,NULL,NULL,NULL,1,"Low Engagement",NULL,"Send Push Notification",0.00,LOW,NULL
480,2025-12-17,128,1,928.35,NULL,NULL,NULL,1,"Low Engagement",NULL,"Send Push Notification",0.00,LOW,NULL
481,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
482,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
483,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
484,2026-03-25,30,1,2263.63,NULL,NULL,NULL,0,"Low Engagement",NULL,"Send Push Notification",0.00,LOW,NULL
485,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
486,2025-12-01,144,1,649.39,NULL,NULL,NULL,1,"Low Engagement",NULL,"Send Push Notification",0.00,LOW,NULL
487,2025-12-11,134,1,1584.19,NULL,NULL,NULL,1,"Low Engagement",NULL,"Send Push Notification",0.00,LOW,NULL
488,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
489,2026-04-22,2,3,13111.00,NULL,NULL,NULL,0,"High Value Active",NULL,Monitor,0.00,NORMAL,NULL
490,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
491,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
492,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
493,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
494,2026-04-24,0,2,2987.31,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
495,2026-02-19,64,2,2694.85,NULL,NULL,NULL,1,"Churned Users",NULL,"Send Push Notification",2694.85,MEDIUM,NULL
496,2026-02-02,81,2,5055.58,NULL,NULL,NULL,1,"High Value At Risk",NULL,"Send Push Notification",5055.58,HIGH,NULL
497,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
498,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
499,2026-04-14,10,1,4078.71,NULL,NULL,NULL,0,"High Value Active",NULL,"Send Push Notification",0.00,NORMAL,NULL
500,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
501,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
502,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
503,2026-02-14,69,1,2188.15,NULL,NULL,NULL,1,"Low Engagement",NULL,"Send Push Notification",0.00,LOW,NULL
504,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
505,2026-01-14,100,1,1407.67,NULL,NULL,NULL,1,"Low Engagement",NULL,"Send Push Notification",0.00,LOW,NULL
506,2026-02-15,68,1,1977.44,NULL,NULL,NULL,1,"Low Engagement",NULL,"Send Push Notification",0.00,LOW,NULL
507,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
508,2025-11-29,146,1,2769.47,NULL,NULL,NULL,1,"Low Engagement",NULL,"Send Push Notification",0.00,LOW,NULL
509,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
510,2025-11-26,149,1,3149.37,NULL,NULL,NULL,1,"High Value At Risk",NULL,"Send Push Notification",3149.37,HIGH,NULL
511,2025-11-24,151,1,3368.13,NULL,NULL,NULL,1,"High Value At Risk",NULL,"Send Push Notification",3368.13,HIGH,NULL
512,2026-03-05,50,2,6236.74,NULL,NULL,NULL,1,"High Value At Risk",NULL,"Send Push Notification",6236.74,HIGH,NULL
513,2026-03-15,40,1,2960.81,NULL,NULL,NULL,1,"Low Engagement",NULL,"Send Push Notification",0.00,LOW,NULL
514,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
515,2026-03-28,27,1,1067.69,NULL,NULL,NULL,0,"Low Engagement",NULL,"Send Push Notification",0.00,LOW,NULL
516,2026-03-02,53,1,4658.15,NULL,NULL,NULL,1,"High Value At Risk",NULL,"Send Push Notification",4658.15,HIGH,NULL
517,2026-01-08,106,1,1976.79,NULL,NULL,NULL,1,"Low Engagement",NULL,"Send Push Notification",0.00,LOW,NULL
518,2026-04-02,22,1,287.30,NULL,NULL,NULL,0,"Low Engagement",NULL,"Send Push Notification",0.00,LOW,NULL
519,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
520,2026-04-01,23,1,358.26,NULL,NULL,NULL,0,"Low Engagement",NULL,"Send Push Notification",0.00,LOW,NULL
521,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
522,2026-03-17,38,3,6480.97,NULL,NULL,NULL,1,"High Value At Risk",NULL,Monitor,6480.97,HIGH,NULL
523,2026-03-28,27,1,824.54,NULL,NULL,NULL,0,"Low Engagement",NULL,"Send Push Notification",0.00,LOW,NULL
524,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
525,2026-01-12,102,1,1285.57,NULL,NULL,NULL,1,"Low Engagement",NULL,"Send Push Notification",0.00,LOW,NULL
526,2025-12-16,129,1,4944.93,NULL,NULL,NULL,1,"High Value At Risk",NULL,"Send Push Notification",4944.93,HIGH,NULL
527,2026-02-10,73,1,2213.77,NULL,NULL,NULL,1,"Low Engagement",NULL,"Send Push Notification",0.00,LOW,NULL
528,2025-11-29,146,1,2305.99,NULL,NULL,NULL,1,"Low Engagement",NULL,"Send Push Notification",0.00,LOW,NULL
529,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
530,2025-11-07,168,1,314.65,NULL,NULL,NULL,1,"Low Engagement",NULL,"Send Push Notification",0.00,LOW,NULL
531,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
532,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
533,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
534,2026-04-10,14,1,3814.22,NULL,NULL,NULL,0,"High Value Active",NULL,"Send Push Notification",0.00,NORMAL,NULL
535,NULL,NULL,0,0.00,NULL,NULL,NULL,0,"Regular Users",NULL,"Send Push Notification",0.00,NORMAL,NULL
